tool_1	tool_2	tool_3	nr_union	cell_line	perc_compound_val_1	count_group	perc_compound_val_2	perc_compound_val_3	total_n_1	total_n_2	total_n_3	w_val_rate	tool_lt_1	tool_lt_2	tool_lt_3	tool_combo	total_cell_line	perc_increase_t1
circtools	circtools	circtools	4397	NCI-H23	0.9523809523809524	count ≥ 5	0.9523809523809524	0.9523809523809524	4397	4397	4397	0.9523809523809524	F	F	F	F	9964	0
circtools	CIRCexplorer3	CirComPara2	6444	NCI-H23	0.9523809523809524	count ≥ 5	0.927536231884058	0.9814814814814816	4397	4747	4912	0.954159830493007	F	A	B	ABF	9964	0.4655446895610644
circtools	CIRCexplorer3	circRNA_finder	5829	NCI-H23	0.9523809523809524	count ≥ 5	0.927536231884058	0.953125	4397	4747	2962	0.9428208979326508	F	A	C	ACF	9964	0.32567659768023655
circtools	CIRCexplorer3	circseq_cup	7318	NCI-H23	0.9523809523809524	count ≥ 5	0.927536231884058	0.7297297297297297	4397	4747	2784	0.8905265851727227	F	A	D	ADF	9964	0.6643165794860132
circtools	CIRCexplorer3	CIRI2	6803	NCI-H23	0.9523809523809524	count ≥ 5	0.927536231884058	0.913793103448276	4397	4747	6208	0.9290946538939271	F	A	G	AFG	9964	0.5471912667727996
circtools	CIRCexplorer3	CIRIquant	6209	NCI-H23	0.9523809523809524	count ≥ 5	0.927536231884058	0.9830508474576272	4397	4747	4294	0.9534048131683078	F	A	H	AFH	9964	0.41209915851717077
circtools	CIRCexplorer3	ecircscreen	5842	NCI-H23	0.9523809523809524	count ≥ 5	0.927536231884058	0.9666666666666668	4397	4747	1909	0.944178069939323	F	A	I	AFI	9964	0.3286331589720264
circtools	CIRCexplorer3	find_circ	5993	NCI-H23	0.9523809523809524	count ≥ 5	0.927536231884058	0.9402985074626866	4397	4747	3043	0.9396867070305757	F	A	J	AFJ	9964	0.3629747555151239
circtools	CIRCexplorer3	KNIFE	5811	NCI-H23	0.9523809523809524	count ≥ 5	0.927536231884058	0.9047619047619048	4397	4747	1879	0.9335644705996814	F	A	K	AFK	9964	0.32158289743006596
circtools	CIRCexplorer3	NCLscan	5784	NCI-H23	0.9523809523809524	count ≥ 5	0.927536231884058	0.9310344827586208	4397	4747	1741	0.9381317937395892	F	A	N	AFN	9964	0.3154423470548101
circtools	CIRCexplorer3	NCLcomparator	5784	NCI-H23	0.9523809523809524	count ≥ 5	0.927536231884058	0.9545454545454546	4397	4747	1692	0.9418350359416371	F	A	L	AFL	9964	0.3154423470548101
circtools	CIRCexplorer3	PFv2	6520	NCI-H23	0.9523809523809524	count ≥ 5	0.927536231884058	0.2714285714285714	4397	4747	958	0.8761296883588636	F	A	M	AFM	9964	0.48282920172845123
circtools	CIRCexplorer3	Sailfish-cir	5768	NCI-H23	0.9523809523809524	count ≥ 5	0.927536231884058	NA	4397	4747	NA	NA	F	A	N	AFN	9964	0.3118035023879918
circtools	CIRCexplorer3	segemehl	6094	NCI-H23	0.9523809523809524	count ≥ 5	0.927536231884058	0.90625	4397	4747	1148	0.9357761893094316	F	A	O	AFO	9964	0.3859449624744144
circtools	CIRCexplorer3	CircSplice	5837	NCI-H23	0.9523809523809524	count ≥ 5	0.927536231884058	0.8823529411764706	4397	4747	3228	0.9245771770522403	F	A	E	AEF	9964	0.3274960200136457
circtools	CirComPara2	CIRCexplorer3	6444	NCI-H23	0.9523809523809524	count ≥ 5	0.9814814814814816	0.927536231884058	4397	4912	4747	0.9541598304930072	F	B	A	ABF	9964	0.4655446895610644
circtools	CirComPara2	circRNA_finder	5773	NCI-H23	0.9523809523809524	count ≥ 5	0.9814814814814816	0.953125	4397	4912	2962	0.9642093011699198	F	B	C	BCF	9964	0.3129406413463725
circtools	CirComPara2	circseq_cup	7285	NCI-H23	0.9523809523809524	count ≥ 5	0.9814814814814816	0.7297297297297297	4397	4912	2784	0.9129433269018153	F	B	D	BDF	9964	0.6568114623607004
circtools	CirComPara2	CIRI2	6971	NCI-H23	0.9523809523809524	count ≥ 5	0.9814814814814816	0.913793103448276	4397	4912	6208	0.9461547767521418	F	B	G	BFG	9964	0.5853991357743916
circtools	CirComPara2	CIRIquant	6253	NCI-H23	0.9523809523809524	count ≥ 5	0.9814814814814816	0.9830508474576272	4397	4912	4294	0.9725704935410672	F	B	H	BFH	9964	0.4221059813509211
circtools	CirComPara2	ecircscreen	5788	NCI-H23	0.9523809523809524	count ≥ 5	0.9814814814814816	0.9666666666666668	4397	4912	1909	0.9675541764416788	F	B	I	BFI	9964	0.3163520582215147
circtools	CirComPara2	find_circ	5984	NCI-H23	0.9523809523809524	count ≥ 5	0.9814814814814816	0.9402985074626866	4397	4912	3043	0.9609767197915351	F	B	J	BFJ	9964	0.36092790539003866
circtools	CirComPara2	KNIFE	5778	NCI-H23	0.9523809523809524	count ≥ 5	0.9814814814814816	0.9047619047619048	4397	4912	1879	0.9571597876031198	F	B	K	BFK	9964	0.31407778030475325
circtools	CirComPara2	NCLscan	5726	NCI-H23	0.9523809523809524	count ≥ 5	0.9814814814814816	0.9310344827586208	4397	4912	1741	0.9619535854424294	F	B	N	BFN	9964	0.30225153513759384
circtools	CirComPara2	NCLcomparator	5726	NCI-H23	0.9523809523809524	count ≥ 5	0.9814814814814816	0.9545454545454546	4397	4912	1692	0.965707389668848	F	B	L	BFL	9964	0.30225153513759384
circtools	CirComPara2	PFv2	6469	NCI-H23	0.9523809523809524	count ≥ 5	0.9814814814814816	0.2714285714285714	4397	4912	958	0.9027646494676786	F	B	M	BFM	9964	0.47123038435296793
circtools	CirComPara2	Sailfish-cir	5720	NCI-H23	0.9523809523809524	count ≥ 5	0.9814814814814816	NA	4397	4912	NA	NA	F	B	N	BFN	9964	0.300886968387537
circtools	CirComPara2	segemehl	6041	NCI-H23	0.9523809523809524	count ≥ 5	0.9814814814814816	0.90625	4397	4912	1148	0.9609860461562671	F	B	O	BFO	9964	0.3738912895155788
circtools	CirComPara2	CircSplice	5768	NCI-H23	0.9523809523809524	count ≥ 5	0.9814814814814816	0.8823529411764706	4397	4912	3228	0.9457518847231182	F	B	E	BEF	9964	0.3118035023879918
circtools	circRNA_finder	CIRCexplorer3	5829	NCI-H23	0.9523809523809524	count ≥ 5	0.953125	0.927536231884058	4397	2962	4747	0.9428208979326508	F	C	A	ACF	9964	0.32567659768023655
circtools	circRNA_finder	CirComPara2	5773	NCI-H23	0.9523809523809524	count ≥ 5	0.953125	0.9814814814814816	4397	2962	4912	0.9642093011699198	F	C	B	BCF	9964	0.3129406413463725
circtools	circRNA_finder	circseq_cup	6175	NCI-H23	0.9523809523809524	count ≥ 5	0.953125	0.7297297297297297	4397	2962	2784	0.8914860362009875	F	C	D	CDF	9964	0.40436661360018195
circtools	circRNA_finder	CIRI2	6595	NCI-H23	0.9523809523809524	count ≥ 5	0.953125	0.913793103448276	4397	2962	6208	0.9348863332959346	F	C	G	CFG	9964	0.4998862861041619
circtools	circRNA_finder	CIRIquant	5451	NCI-H23	0.9523809523809524	count ≥ 5	0.953125	0.9830508474576272	4397	2962	4294	0.9638715898568695	F	C	H	CFH	9964	0.23970889242665452
circtools	circRNA_finder	ecircscreen	4660	NCI-H23	0.9523809523809524	count ≥ 5	0.953125	0.9666666666666668	4397	2962	1909	0.9555612822923731	F	C	I	CFI	9964	0.059813509210825566
circtools	circRNA_finder	find_circ	4967	NCI-H23	0.9523809523809524	count ≥ 5	0.953125	0.9402985074626866	4397	2962	3043	0.9490582249402041	F	C	J	CFJ	9964	0.12963384125540142
circtools	circRNA_finder	KNIFE	4654	NCI-H23	0.9523809523809524	count ≥ 5	0.953125	0.9047619047619048	4397	2962	1879	0.9429338511221764	F	C	K	CFK	9964	0.058448942460768705
circtools	circRNA_finder	NCLscan	4593	NCI-H23	0.9523809523809524	count ≥ 5	0.953125	0.9310344827586208	4397	2962	1741	0.9485391573738249	F	C	N	CFN	9964	0.044575847168523995
circtools	circRNA_finder	NCLcomparator	4590	NCI-H23	0.9523809523809524	count ≥ 5	0.953125	0.9545454545454546	4397	2962	1692	0.9530290804010559	F	C	L	CFL	9964	0.043893563793495564
circtools	circRNA_finder	PFv2	5274	NCI-H23	0.9523809523809524	count ≥ 5	0.953125	0.2714285714285714	4397	2962	958	0.8742099157205265	F	C	M	CFM	9964	0.19945417329997725
circtools	circRNA_finder	Sailfish-cir	4521	NCI-H23	0.9523809523809524	count ≥ 5	0.953125	NA	4397	2962	NA	NA	F	C	N	CFN	9964	0.02820104616784171
circtools	circRNA_finder	segemehl	4860	NCI-H23	0.9523809523809524	count ≥ 5	0.953125	0.90625	4397	2962	1148	0.9464147522768365	F	C	O	CFO	9964	0.10529906754605413
circtools	circRNA_finder	CircSplice	4599	NCI-H23	0.9523809523809524	count ≥ 5	0.953125	0.8823529411764706	4397	2962	3228	0.931237422474421	F	C	E	CEF	9964	0.04594041391858085
circtools	circseq_cup	CIRCexplorer3	7318	NCI-H23	0.9523809523809524	count ≥ 5	0.7297297297297297	0.927536231884058	4397	2784	4747	0.8905265851727229	F	D	A	ADF	9964	0.6643165794860132
circtools	circseq_cup	CirComPara2	7285	NCI-H23	0.9523809523809524	count ≥ 5	0.7297297297297297	0.9814814814814816	4397	2784	4912	0.9129433269018153	F	D	B	BDF	9964	0.6568114623607004
circtools	circseq_cup	circRNA_finder	6175	NCI-H23	0.9523809523809524	count ≥ 5	0.7297297297297297	0.953125	4397	2784	2962	0.8914860362009875	F	D	C	CDF	9964	0.40436661360018195
circtools	circseq_cup	CIRI2	8057	NCI-H23	0.9523809523809524	count ≥ 5	0.7297297297297297	0.913793103448276	4397	2784	6208	0.8881928599143709	F	D	G	DFG	9964	0.8323857175346827
circtools	circseq_cup	CIRIquant	6924	NCI-H23	0.9523809523809524	count ≥ 5	0.7297297297297297	0.9830508474576272	4397	2784	4294	0.9098393859842846	F	D	H	DFH	9964	0.5747100295656129
circtools	circseq_cup	ecircscreen	6210	NCI-H23	0.9523809523809524	count ≥ 5	0.7297297297297297	0.9666666666666668	4397	2784	1909	0.8871895799618572	F	D	I	DFI	9964	0.41232658630884694
circtools	circseq_cup	find_circ	6489	NCI-H23	0.9523809523809524	count ≥ 5	0.7297297297297297	0.9402985074626866	4397	2784	3043	0.888156785347767	F	D	J	DFJ	9964	0.4757789401864908
circtools	circseq_cup	KNIFE	6188	NCI-H23	0.9523809523809524	count ≥ 5	0.7297297297297297	0.9047619047619048	4397	2784	1879	0.8740876638227632	F	D	K	DFK	9964	0.4073231748919718
circtools	circseq_cup	NCLscan	6137	NCI-H23	0.9523809523809524	count ≥ 5	0.7297297297297297	0.9310344827586208	4397	2784	1741	0.8787399293509722	F	D	N	DFN	9964	0.3957243575164885
circtools	circseq_cup	NCLcomparator	6134	NCI-H23	0.9523809523809524	count ≥ 5	0.7297297297297297	0.9545454545454546	4397	2784	1692	0.8829344668406992	F	D	L	DFL	9964	0.3950420741414601
circtools	circseq_cup	PFv2	6814	NCI-H23	0.9523809523809524	count ≥ 5	0.7297297297297297	0.2714285714285714	4397	2784	958	0.7960701789673408	F	D	M	DFM	9964	0.5496929724812372
circtools	circseq_cup	Sailfish-cir	6063	NCI-H23	0.9523809523809524	count ≥ 5	0.7297297297297297	NA	4397	2784	NA	NA	F	D	N	DFN	9964	0.3788947009324539
circtools	circseq_cup	segemehl	6370	NCI-H23	0.9523809523809524	count ≥ 5	0.7297297297297297	0.90625	4397	2784	1148	0.8716006261479908	F	D	O	DFO	9964	0.4487150329770298
circtools	circseq_cup	CircSplice	6202	NCI-H23	0.9523809523809524	count ≥ 5	0.7297297297297297	0.8823529411764706	4397	2784	3228	0.871113642934409	F	D	E	DEF	9964	0.4105071639754378
circtools	CIRI2	CIRCexplorer3	6803	NCI-H23	0.9523809523809524	count ≥ 5	0.913793103448276	0.927536231884058	4397	6208	4747	0.9290946538939271	F	G	A	AFG	9964	0.5471912667727996
circtools	CIRI2	CirComPara2	6971	NCI-H23	0.9523809523809524	count ≥ 5	0.913793103448276	0.9814814814814816	4397	6208	4912	0.9461547767521415	F	G	B	BFG	9964	0.5853991357743916
circtools	CIRI2	circRNA_finder	6595	NCI-H23	0.9523809523809524	count ≥ 5	0.913793103448276	0.953125	4397	6208	2962	0.9348863332959346	F	G	C	CFG	9964	0.4998862861041619
circtools	CIRI2	circseq_cup	8057	NCI-H23	0.9523809523809524	count ≥ 5	0.913793103448276	0.7297297297297297	4397	6208	2784	0.8881928599143708	F	G	D	DFG	9964	0.8323857175346827
circtools	CIRI2	CIRIquant	6678	NCI-H23	0.9523809523809524	count ≥ 5	0.913793103448276	0.9830508474576272	4397	6208	4294	0.9451417526551443	F	G	H	FGH	9964	0.5187627928132817
circtools	CIRI2	ecircscreen	6620	NCI-H23	0.9523809523809524	count ≥ 5	0.913793103448276	0.9666666666666668	4397	6208	1909	0.935417396555267	F	G	I	FGI	9964	0.5055719808960655
circtools	CIRI2	find_circ	6741	NCI-H23	0.9523809523809524	count ≥ 5	0.913793103448276	0.9402985074626866	4397	6208	3043	0.9321347444339757	F	G	J	FGJ	9964	0.5330907436888788
circtools	CIRI2	KNIFE	6592	NCI-H23	0.9523809523809524	count ≥ 5	0.913793103448276	0.9047619047619048	4397	6208	1879	0.9260248520404969	F	G	K	FGK	9964	0.4992040027291335
circtools	CIRI2	NCLscan	6566	NCI-H23	0.9523809523809524	count ≥ 5	0.913793103448276	0.9310344827586208	4397	6208	1741	0.9299674119802935	F	G	N	FGN	9964	0.4932908801455538
circtools	CIRI2	NCLcomparator	6565	NCI-H23	0.9523809523809524	count ≥ 5	0.913793103448276	0.9545454545454546	4397	6208	1692	0.9331981412472029	F	G	L	FGL	9964	0.49306345235387766
circtools	CIRI2	PFv2	7311	NCI-H23	0.9523809523809524	count ≥ 5	0.913793103448276	0.2714285714285714	4397	6208	958	0.8752464935790466	F	G	M	FGM	9964	0.6627245849442802
circtools	CIRI2	Sailfish-cir	6563	NCI-H23	0.9523809523809524	count ≥ 5	0.913793103448276	NA	4397	6208	NA	NA	F	G	N	FGN	9964	0.4926085967705254
circtools	CIRI2	segemehl	6887	NCI-H23	0.9523809523809524	count ≥ 5	0.913793103448276	0.90625	4397	6208	1148	0.9274926941058406	F	G	O	FGO	9964	0.5662952012735957
